"Data e Horário","somatorio"
"06/03/2024 05:09:00 pm","0.00"
"05/14/2024 05:08:02 pm","14.00"
"05/14/2024 05:08:00 pm","14.00"
"05/14/2024 05:07:59 pm","14.00"
"05/14/2024 05:07:56 pm","14.00"
"05/14/2024 05:07:54 pm","14.00"
"05/14/2024 05:07:52 pm","14.00"
"05/14/2024 05:07:50 pm","13.00"
"05/14/2024 05:07:48 pm","13.00"
"05/14/2024 05:07:46 pm","13.00"
"05/14/2024 05:07:44 pm","13.00"
"05/14/2024 05:07:42 pm","13.00"
"05/14/2024 05:07:41 pm","13.00"
"05/14/2024 05:07:38 pm","13.00"
"05/14/2024 05:07:36 pm","13.00"
"05/14/2024 05:07:34 pm","13.00"
"05/14/2024 05:07:32 pm","13.00"
"05/14/2024 05:07:30 pm","13.00"
"05/14/2024 05:07:28 pm","12.00"
"05/14/2024 05:07:26 pm","11.00"
"05/14/2024 05:07:24 pm","11.00"
"05/14/2024 05:07:22 pm","10.00"
"05/14/2024 05:07:20 pm","9.00"
"05/14/2024 05:07:18 pm","9.00"
"05/14/2024 05:07:16 pm","9.00"
"05/14/2024 05:07:14 pm","9.00"
"05/14/2024 05:07:12 pm","9.00"
"05/14/2024 05:07:10 pm","9.00"
"05/14/2024 05:07:08 pm","9.00"
"05/14/2024 05:07:06 pm","9.00"
"05/14/2024 05:07:04 pm","9.00"
"05/14/2024 05:07:02 pm","8.00"
"05/14/2024 05:06:59 pm","7.00"
"05/14/2024 05:06:57 pm","6.00"
"05/14/2024 05:06:55 pm","6.00"
"05/14/2024 05:06:53 pm","6.00"
"05/14/2024 05:06:51 pm","5.00"
"05/14/2024 05:06:49 pm","4.00"
"05/14/2024 05:06:47 pm","4.00"
"05/14/2024 05:06:46 pm","4.00"
"05/14/2024 05:06:43 pm","4.00"
"05/14/2024 05:06:41 pm","4.00"
"05/14/2024 05:06:39 pm","4.00"
"05/14/2024 05:06:37 pm","4.00"
"05/14/2024 05:06:35 pm","4.00"
"05/14/2024 05:06:33 pm","3.00"
"05/14/2024 05:06:31 pm","2.00"
"05/14/2024 05:06:29 pm","2.00"
"05/14/2024 05:06:28 pm","2.00"
"05/14/2024 05:06:25 pm","2.00"
"05/14/2024 05:06:23 pm","2.00"
"05/14/2024 05:06:21 pm","2.00"
"05/14/2024 05:06:19 pm","2.00"
"05/14/2024 05:06:17 pm","2.00"
"05/14/2024 05:06:15 pm","2.00"
"05/14/2024 05:06:13 pm","2.00"
"05/14/2024 05:05:33 pm","22.00"
"05/14/2024 05:05:31 pm","21.00"
"05/14/2024 05:05:29 pm","20.00"
"05/14/2024 05:05:27 pm","19.00"
"05/14/2024 05:05:25 pm","18.00"
"05/14/2024 05:05:23 pm","17.00"
"05/14/2024 05:05:21 pm","16.00"
"05/14/2024 05:05:19 pm","15.00"
"05/14/2024 05:05:16 pm","14.00"
"05/14/2024 05:05:14 pm","14.00"
"05/14/2024 05:05:12 pm","13.00"
"05/14/2024 05:05:10 pm","13.00"
"05/14/2024 05:05:08 pm","13.00"
"05/14/2024 05:05:06 pm","12.00"
"05/14/2024 05:05:04 pm","12.00"
"05/14/2024 05:05:02 pm","12.00"
"05/14/2024 05:05:00 pm","12.00"
"05/14/2024 05:04:58 pm","12.00"
"05/14/2024 05:04:56 pm","11.00"
"05/14/2024 05:04:54 pm","11.00"
"05/14/2024 05:04:52 pm","11.00"
"05/14/2024 05:04:50 pm","10.00"
"05/14/2024 05:04:48 pm","10.00"
"05/14/2024 05:04:46 pm","10.00"
"05/14/2024 05:04:44 pm","10.00"
"05/14/2024 05:04:42 pm","10.00"
"05/14/2024 05:04:40 pm","10.00"
"05/14/2024 05:04:38 pm","10.00"
"05/14/2024 05:04:36 pm","10.00"
"05/14/2024 05:04:34 pm","10.00"
"05/14/2024 05:04:32 pm","10.00"
"05/14/2024 05:04:30 pm","10.00"
"05/14/2024 05:04:28 pm","10.00"
"05/14/2024 05:04:26 pm","10.00"
"05/14/2024 05:04:24 pm","10.00"
"05/14/2024 05:04:22 pm","10.00"
"05/14/2024 05:04:20 pm","10.00"
"05/14/2024 05:04:18 pm","10.00"
"05/14/2024 05:04:16 pm","10.00"
"05/14/2024 05:04:14 pm","10.00"
"05/14/2024 05:04:12 pm","10.00"
"05/14/2024 05:04:10 pm","10.00"
"05/14/2024 05:04:08 pm","10.00"
"05/14/2024 05:04:06 pm","10.00"
"05/14/2024 05:04:04 pm","10.00"
"05/14/2024 05:04:02 pm","10.00"
"05/14/2024 05:04:00 pm","10.00"
"05/14/2024 05:03:58 pm","10.00"
"05/14/2024 05:03:56 pm","10.00"
"05/14/2024 05:03:54 pm","10.00"
"05/14/2024 05:03:52 pm","10.00"
"05/14/2024 05:03:50 pm","10.00"
"05/14/2024 05:03:48 pm","10.00"
"05/14/2024 05:03:46 pm","10.00"
"05/14/2024 05:03:44 pm","10.00"
"05/14/2024 05:03:42 pm","9.00"
"05/14/2024 05:03:40 pm","9.00"
"05/14/2024 05:03:38 pm","9.00"
"05/14/2024 05:03:36 pm","9.00"
"05/14/2024 05:03:34 pm","8.00"
"05/14/2024 05:03:32 pm","8.00"
"05/14/2024 05:03:30 pm","8.00"
"05/14/2024 05:03:28 pm","8.00"
"05/14/2024 05:03:26 pm","7.00"
"05/14/2024 05:03:23 pm","6.00"
"05/14/2024 05:03:21 pm","5.00"
"05/14/2024 05:03:19 pm","4.00"
"05/14/2024 05:03:17 pm","4.00"
"05/14/2024 05:03:15 pm","4.00"
"05/14/2024 05:03:13 pm","4.00"
"05/14/2024 05:03:11 pm","4.00"
"05/14/2024 05:03:09 pm","4.00"
"05/14/2024 05:03:07 pm","4.00"
"05/14/2024 05:03:05 pm","3.00"
"05/14/2024 05:03:03 pm","3.00"
"05/14/2024 05:03:01 pm","3.00"
"05/14/2024 05:02:59 pm","2.00"
"05/14/2024 05:02:57 pm","2.00"
"05/14/2024 05:02:55 pm","1.00"
"05/14/2024 05:02:53 pm","1.00"
"05/14/2024 05:02:51 pm","1.00"
"05/14/2024 05:02:49 pm","1.00"
"05/14/2024 05:02:47 pm","1.00"
"05/14/2024 05:02:45 pm","1.00"
"05/14/2024 05:02:43 pm","0.00"
"05/14/2024 05:02:41 pm","0.00"
"05/14/2024 05:02:39 pm","0.00"
"05/14/2024 05:02:37 pm","0.00"
"05/14/2024 05:02:35 pm","0.00"
"05/14/2024 05:02:33 pm","0.00"
"05/14/2024 05:02:31 pm","0.00"
"05/14/2024 04:51:38 pm","0.00"
"05/14/2024 04:51:21 pm","23.00"
"05/14/2024 04:51:18 pm","23.00"
"05/14/2024 04:51:16 pm","23.00"
"05/14/2024 04:51:14 pm","23.00"
"05/14/2024 04:51:12 pm","23.00"
"05/14/2024 04:51:10 pm","23.00"
"05/14/2024 04:51:08 pm","23.00"
"05/14/2024 04:51:06 pm","23.00"
"05/14/2024 04:51:04 pm","23.00"
"05/14/2024 04:51:02 pm","23.00"
"05/14/2024 04:51:00 pm","23.00"
"05/14/2024 04:50:58 pm","23.00"
"05/14/2024 04:50:56 pm","23.00"
"05/14/2024 04:50:54 pm","23.00"
"05/14/2024 04:50:52 pm","23.00"
"05/14/2024 04:50:50 pm","23.00"
"05/14/2024 04:50:48 pm","23.00"
"05/14/2024 04:50:46 pm","23.00"
"05/14/2024 04:50:44 pm","23.00"
"05/14/2024 04:50:42 pm","23.00"
"05/14/2024 04:50:40 pm","23.00"
"05/14/2024 04:50:38 pm","23.00"
"05/14/2024 04:50:36 pm","23.00"
"05/14/2024 04:50:34 pm","23.00"
"05/14/2024 04:50:32 pm","23.00"
"05/14/2024 04:50:30 pm","23.00"
"05/14/2024 04:50:28 pm","23.00"
"05/14/2024 04:50:26 pm","23.00"
"05/14/2024 04:50:24 pm","23.00"
"05/14/2024 04:50:22 pm","23.00"
"05/14/2024 04:50:20 pm","23.00"
"05/14/2024 04:50:18 pm","23.00"
"05/14/2024 04:50:16 pm","23.00"
"05/14/2024 04:50:14 pm","23.00"
"05/14/2024 04:50:12 pm","23.00"
"05/14/2024 04:50:10 pm","23.00"
"05/14/2024 04:50:08 pm","23.00"
"05/14/2024 04:50:06 pm","23.00"
"05/14/2024 04:50:04 pm","23.00"
"05/14/2024 04:50:02 pm","23.00"
"05/14/2024 04:49:59 pm","22.00"
"05/14/2024 04:49:57 pm","22.00"
"05/14/2024 04:49:56 pm","22.00"
"05/14/2024 04:49:53 pm","21.00"
"05/14/2024 04:49:51 pm","21.00"
"05/14/2024 04:49:49 pm","21.00"
"05/14/2024 04:49:47 pm","21.00"
"05/14/2024 04:49:45 pm","21.00"
"05/14/2024 04:49:43 pm","21.00"
"05/14/2024 04:49:41 pm","21.00"
"05/14/2024 04:49:39 pm","20.00"
"05/14/2024 04:49:37 pm","19.00"
"05/14/2024 04:49:35 pm","19.00"
"05/14/2024 04:49:33 pm","19.00"
"05/14/2024 04:49:31 pm","19.00"
"05/14/2024 04:49:29 pm","19.00"
"05/14/2024 04:49:27 pm","19.00"
"05/14/2024 04:49:25 pm","19.00"
"05/14/2024 04:49:23 pm","19.00"
"05/14/2024 04:49:21 pm","19.00"
"05/14/2024 04:49:19 pm","19.00"
"05/14/2024 04:49:17 pm","19.00"
"05/14/2024 04:49:15 pm","19.00"
"05/14/2024 04:49:13 pm","19.00"
"05/14/2024 04:49:11 pm","19.00"
"05/14/2024 04:49:09 pm","19.00"
"05/14/2024 04:49:07 pm","19.00"
"05/14/2024 04:49:05 pm","19.00"
"05/14/2024 04:49:03 pm","19.00"
"05/14/2024 04:49:01 pm","19.00"
"05/14/2024 04:48:59 pm","19.00"
"05/14/2024 04:48:57 pm","19.00"
"05/14/2024 04:48:55 pm","19.00"
"05/14/2024 04:48:53 pm","19.00"
"05/14/2024 04:48:51 pm","19.00"
"05/14/2024 04:48:49 pm","19.00"
"05/14/2024 04:48:47 pm","19.00"
"05/14/2024 04:48:45 pm","19.00"
"05/14/2024 04:48:43 pm","19.00"
"05/14/2024 04:48:41 pm","18.00"
"05/14/2024 04:48:39 pm","17.00"
"05/14/2024 04:48:37 pm","16.00"
"05/14/2024 04:48:35 pm","16.00"
"05/14/2024 04:48:33 pm","16.00"
"05/14/2024 04:48:32 pm","16.00"
"05/14/2024 04:48:29 pm","16.00"
"05/14/2024 04:48:27 pm","15.00"
"05/14/2024 04:48:25 pm","15.00"
"05/14/2024 04:48:23 pm","15.00"
"05/14/2024 04:48:21 pm","15.00"
"05/14/2024 04:48:19 pm","15.00"
"05/14/2024 04:48:17 pm","15.00"
"05/14/2024 04:48:15 pm","15.00"
"05/14/2024 04:48:13 pm","15.00"
"05/14/2024 04:48:11 pm","15.00"
"05/14/2024 04:48:09 pm","15.00"
"05/14/2024 04:48:07 pm","15.00"
"05/14/2024 04:48:05 pm","15.00"
"05/14/2024 04:48:03 pm","15.00"
"05/14/2024 04:48:01 pm","15.00"
"05/14/2024 04:48:01 pm","15.00"
"05/14/2024 04:48:01 pm","15.00"
"05/14/2024 04:47:55 pm","15.00"
"05/14/2024 04:47:53 pm","15.00"
"05/14/2024 04:47:51 pm","15.00"
"05/14/2024 04:47:49 pm","15.00"
"05/14/2024 04:47:47 pm","15.00"
"05/14/2024 04:47:45 pm","15.00"
"05/14/2024 04:47:43 pm","15.00"
"05/14/2024 04:47:41 pm","15.00"
"05/14/2024 04:47:39 pm","15.00"
"05/14/2024 04:47:37 pm","15.00"
"05/14/2024 04:47:35 pm","15.00"
"05/14/2024 04:47:33 pm","15.00"
"05/14/2024 04:47:31 pm","15.00"
"05/14/2024 04:47:28 pm","14.00"
"05/14/2024 04:47:26 pm","14.00"
"05/14/2024 04:47:24 pm","14.00"
"05/14/2024 04:47:22 pm","14.00"
"05/14/2024 04:47:21 pm","14.00"
"05/14/2024 04:47:18 pm","14.00"
"05/14/2024 04:47:16 pm","14.00"
"05/14/2024 04:47:14 pm","14.00"
"05/14/2024 04:47:12 pm","14.00"
"05/14/2024 04:47:10 pm","14.00"
"05/14/2024 04:47:08 pm","14.00"
"05/14/2024 04:47:06 pm","14.00"
"05/14/2024 04:47:04 pm","14.00"
"05/14/2024 04:47:02 pm","14.00"
"05/14/2024 04:47:00 pm","14.00"
"05/14/2024 04:46:58 pm","14.00"
"05/14/2024 04:46:56 pm","14.00"
"05/14/2024 04:46:54 pm","14.00"
"05/14/2024 04:46:52 pm","14.00"
"05/14/2024 04:46:50 pm","13.00"
"05/14/2024 04:46:48 pm","13.00"
"05/14/2024 04:46:46 pm","12.00"
"05/14/2024 04:46:44 pm","12.00"
"05/14/2024 04:46:42 pm","11.00"
"05/14/2024 04:46:40 pm","11.00"
"05/14/2024 04:46:38 pm","11.00"
"05/14/2024 04:46:36 pm","10.00"
"05/14/2024 04:46:34 pm","10.00"
"05/14/2024 04:46:32 pm","9.00"
"05/14/2024 04:46:30 pm","9.00"
"05/14/2024 04:46:28 pm","9.00"
"05/14/2024 04:46:26 pm","8.00"
"05/14/2024 04:46:24 pm","8.00"
"05/14/2024 04:46:22 pm","8.00"
"05/14/2024 04:46:20 pm","8.00"
"05/14/2024 04:46:18 pm","8.00"
"05/14/2024 04:46:16 pm","8.00"
"05/14/2024 04:46:14 pm","8.00"
"05/14/2024 04:46:12 pm","8.00"
"05/14/2024 04:46:10 pm","8.00"
"05/14/2024 04:46:08 pm","8.00"
"05/14/2024 04:46:06 pm","8.00"
"05/14/2024 04:46:04 pm","8.00"
"05/14/2024 04:46:02 pm","8.00"
"05/14/2024 04:46:00 pm","8.00"
"05/14/2024 04:45:58 pm","8.00"
"05/14/2024 04:45:56 pm","8.00"
"05/14/2024 04:45:54 pm","8.00"
"05/14/2024 04:42:36 pm","3.00"
"05/14/2024 04:42:34 pm","3.00"
"05/14/2024 04:42:32 pm","3.00"
"05/14/2024 04:42:30 pm","3.00"
"05/14/2024 04:42:28 pm","3.00"
"05/14/2024 04:42:26 pm","3.00"
"05/14/2024 04:42:24 pm","3.00"
"05/14/2024 04:42:22 pm","3.00"
"05/14/2024 04:42:20 pm","3.00"
"05/14/2024 04:42:18 pm","3.00"
"05/14/2024 04:42:16 pm","3.00"
"05/14/2024 04:42:14 pm","3.00"
"05/14/2024 04:42:12 pm","3.00"
"05/14/2024 04:42:10 pm","3.00"
"05/14/2024 04:42:08 pm","3.00"
"05/14/2024 04:42:06 pm","3.00"
"05/14/2024 04:42:04 pm","3.00"
"05/14/2024 04:42:02 pm","3.00"
"05/14/2024 04:42:00 pm","3.00"
"05/14/2024 04:41:58 pm","3.00"
"05/14/2024 04:41:56 pm","3.00"
"05/14/2024 04:41:54 pm","3.00"
"05/14/2024 04:41:52 pm","3.00"
"05/14/2024 04:41:50 pm","3.00"
"05/14/2024 04:41:48 pm","3.00"
"05/14/2024 04:41:46 pm","3.00"
"05/14/2024 04:41:44 pm","3.00"
"05/14/2024 04:41:42 pm","3.00"
"05/14/2024 04:41:40 pm","2.00"
"05/14/2024 04:41:38 pm","2.00"
"05/14/2024 04:41:36 pm","2.00"
"05/14/2024 04:41:34 pm","2.00"
"05/14/2024 04:41:32 pm","2.00"
"05/14/2024 04:41:30 pm","2.00"
"05/14/2024 04:41:28 pm","2.00"
"05/14/2024 04:41:26 pm","2.00"
"05/14/2024 04:41:24 pm","2.00"
"05/14/2024 04:41:22 pm","2.00"
"05/14/2024 04:41:21 pm","2.00"
"05/14/2024 04:41:18 pm","2.00"
"05/14/2024 04:41:16 pm","2.00"
"05/14/2024 04:41:14 pm","2.00"
"05/14/2024 04:41:12 pm","2.00"
"05/14/2024 04:41:10 pm","2.00"
"05/14/2024 04:41:08 pm","2.00"
"05/14/2024 04:41:06 pm","2.00"
"05/14/2024 04:41:04 pm","2.00"
"05/14/2024 04:41:02 pm","2.00"
"05/14/2024 04:41:00 pm","2.00"
"05/14/2024 04:40:58 pm","2.00"
"05/14/2024 04:40:56 pm","2.00"
"05/14/2024 04:40:54 pm","2.00"
"05/14/2024 04:40:52 pm","1.00"
"05/14/2024 04:40:50 pm","1.00"
"05/14/2024 04:40:48 pm","1.00"
"05/14/2024 04:40:46 pm","1.00"
"05/14/2024 04:40:44 pm","1.00"
"05/14/2024 04:40:42 pm","1.00"
"05/14/2024 04:40:40 pm","1.00"
"05/14/2024 04:40:38 pm","1.00"
"05/14/2024 04:40:36 pm","1.00"
"05/14/2024 04:40:34 pm","1.00"
"05/14/2024 04:40:32 pm","1.00"
"05/14/2024 04:40:30 pm","1.00"
"05/14/2024 04:40:28 pm","1.00"
"05/14/2024 04:40:26 pm","1.00"
"05/14/2024 04:40:24 pm","1.00"
"05/14/2024 04:40:22 pm","1.00"
"05/14/2024 04:40:20 pm","1.00"
"05/14/2024 04:40:18 pm","1.00"
"05/14/2024 04:40:16 pm","1.00"
"05/14/2024 04:40:14 pm","1.00"
"05/14/2024 04:40:12 pm","1.00"
"05/14/2024 04:40:10 pm","1.00"
"05/14/2024 04:40:08 pm","1.00"
"05/14/2024 04:40:06 pm","1.00"
"05/14/2024 04:40:04 pm","1.00"
"05/14/2024 04:40:02 pm","0.00"
"05/14/2024 04:40:00 pm","0.00"
"05/14/2024 04:39:58 pm","0.00"
"05/14/2024 04:39:56 pm","0.00"
"05/14/2024 04:39:54 pm","0.00"
"05/14/2024 04:39:52 pm","0.00"
"05/14/2024 04:39:50 pm","0.00"
"05/14/2024 04:39:48 pm","0.00"
"05/14/2024 04:39:46 pm","0.00"
"05/14/2024 04:39:44 pm","0.00"
"05/14/2024 04:39:42 pm","0.00"
"05/14/2024 04:39:40 pm","0.00"
"05/14/2024 04:39:38 pm","0.00"
"05/14/2024 04:39:36 pm","0.00"
"05/14/2024 04:39:34 pm","0.00"
"05/14/2024 04:39:32 pm","0.00"
"05/14/2024 04:38:41 pm","3.00"
"05/14/2024 04:38:39 pm","3.00"
"05/14/2024 04:38:37 pm","3.00"
"05/14/2024 04:38:35 pm","3.00"
"05/14/2024 04:38:32 pm","2.00"
"05/14/2024 04:38:31 pm","2.00"
"05/14/2024 04:38:28 pm","2.00"
"05/14/2024 04:38:26 pm","2.00"
"05/14/2024 04:38:24 pm","2.00"
"05/14/2024 04:38:22 pm","2.00"
"05/14/2024 04:38:20 pm","2.00"
"05/14/2024 04:38:18 pm","2.00"
"05/14/2024 04:38:16 pm","2.00"
"05/14/2024 04:38:14 pm","2.00"
"05/14/2024 04:38:12 pm","2.00"
"05/14/2024 04:38:10 pm","2.00"
"05/14/2024 04:38:08 pm","2.00"
"05/14/2024 04:38:06 pm","2.00"
"05/14/2024 04:38:04 pm","2.00"
"05/14/2024 04:38:02 pm","2.00"
"05/14/2024 04:38:00 pm","2.00"
"05/14/2024 04:37:58 pm","2.00"
"05/14/2024 04:37:56 pm","2.00"
"05/14/2024 04:37:54 pm","1.00"
"05/14/2024 04:37:52 pm","1.00"
"05/14/2024 04:37:50 pm","1.00"
"05/14/2024 04:37:48 pm","1.00"
"05/14/2024 04:37:46 pm","1.00"
"05/14/2024 04:28:31 pm","7.00"
"05/14/2024 04:28:29 pm","7.00"
"05/14/2024 04:28:27 pm","7.00"
"05/14/2024 04:28:25 pm","6.00"
"05/14/2024 04:28:23 pm","6.00"
"05/14/2024 04:28:21 pm","5.00"
"05/14/2024 04:28:19 pm","5.00"
"05/14/2024 04:28:17 pm","5.00"
"05/14/2024 04:28:15 pm","5.00"
"05/14/2024 04:28:13 pm","5.00"
"05/14/2024 04:28:11 pm","5.00"
"05/14/2024 04:28:09 pm","4.00"
"05/14/2024 04:28:07 pm","4.00"
"05/14/2024 04:28:05 pm","3.00"
"05/14/2024 04:28:03 pm","3.00"
"05/14/2024 04:28:01 pm","2.00"
"05/14/2024 04:27:59 pm","2.00"
"05/14/2024 04:27:57 pm","1.00"
"05/14/2024 04:27:55 pm","1.00"
"05/14/2024 04:27:53 pm","1.00"
"05/14/2024 04:27:51 pm","1.00"
"05/14/2024 04:27:49 pm","1.00"
"05/14/2024 04:27:47 pm","1.00"
"05/14/2024 04:27:45 pm","1.00"
"05/14/2024 04:27:43 pm","1.00"
"05/14/2024 04:27:41 pm","1.00"
"05/14/2024 04:27:39 pm","0.00"
"05/14/2024 04:27:37 pm","0.00"
"05/14/2024 04:27:35 pm","0.00"
"05/14/2024 04:27:33 pm","0.00"
"05/14/2024 04:27:31 pm","0.00"
"05/14/2024 04:27:29 pm","0.00"
"05/14/2024 04:27:27 pm","0.00"
"05/14/2024 04:27:25 pm","0.00"
"05/14/2024 04:27:23 pm","0.00"
"05/14/2024 04:27:21 pm","0.00"
"05/14/2024 04:27:19 pm","0.00"
"05/14/2024 04:27:17 pm","0.00"
"05/14/2024 04:27:15 pm","0.00"
"05/14/2024 04:27:13 pm","0.00"
"05/14/2024 04:27:11 pm","0.00"
"05/14/2024 04:27:09 pm","0.00"
"05/14/2024 04:27:07 pm","0.00"
"05/14/2024 04:27:05 pm","0.00"
"05/14/2024 04:27:03 pm","0.00"
"05/14/2024 04:27:01 pm","0.00"
"05/14/2024 04:26:59 pm","0.00"
"05/14/2024 04:26:57 pm","0.00"